timestamp,disk_util_pct,disk_await_ms,disk_wps,iowait_pct,dirty_pages,pending_fsyncs,mem_avail_mb,cpu_mhz
18:45:59,0.80,94.00,97.00,0.0,2024,0,8453,2864
18:46:02,0.10,0.00,1.00,0.0,2065,0,8453,2486
18:46:06,0.00,0.00,0.00,0.0,1984,0,8452,2601
18:46:09,0.00,1.00,1.00,0.0,1773,0,8451,2894
18:46:12,0.00,0.00,0.00,0.0,1945,0,8464,2648
18:46:16,0.00,0.00,0.00,0.0,1955,0,8456,2629
18:46:19,0.00,0.00,0.00,0.0,1868,0,8420,2894
18:46:22,0.20,21.00,5.00,0.0,1956,0,8294,2894
18:46:26,0.00,0.00,0.00,0.0,2093,0,8409,2346
18:46:29,1.60,106.00,177.00,0.0,1858,0,8391,2589
18:46:32,0.00,0.00,0.00,0.0,1960,0,8399,2753
18:46:36,0.00,0.00,0.00,0.0,2228,0,8403,2894
18:46:39,0.00,16.00,62.00,0.0,1760,0,8392,2892
18:46:42,0.20,10.00,3.00,0.0,2008,0,8380,2667
18:46:46,1.50,113.00,171.00,0.0,2184,0,8287,2600
18:46:49,0.00,0.00,0.00,0.0,1831,0,8204,2894
18:46:52,1.70,0.00,0.00,0.0,2028,0,8332,2764
18:46:56,0.00,0.00,0.00,0.0,2146,0,8341,2694
